PRODUCTNAME,COUNTRY,YEAR,MONTH,TOTALSALES
American_Airlines:_MD_11S,Italy,2005,5,2666
F/A_18_Hornet_1/72,Italy,2005,5,2613
America_West_Airlines_B757_200,Italy,2005,5,2464
American_Airlines:_B767_300,Italy,2005,5,2093
1930_Buick_Marquette_Phaeton,Italy,2005,5,1924
1928_Ford_Phaeton_Deluxe,Italy,2005,5,1586
P_51_D_Mustang,Italy,2005,5,1485
Corsair_F4U_(_Bird_Cage),Italy,2005,5,1350
2003_Harley_Davidson_Eagle_Drag_Bike,Japan,2004,1,6120
1980s_Black_Hawk_Helicopter,Japan,2004,1,5704
P_51_D_Mustang,Japan,2004,1,3850
1997_BMW_F650_ST,Japan,2004,1,3680
1996_Moto_Guzzi_1100i,Japan,2004,1,3013
American_Airlines:_MD_11S,Japan,2004,1,2940
1900s_Vintage_Tri_Plane,Japan,2004,1,2840
ATA:_B757_300,Japan,2004,1,2825
F/A_18_Hornet_1/72,Japan,2004,1,2666
1928_British_Royal_Navy_Airplane,Japan,2004,1,2646
America_West_Airlines_B757_200,Japan,2004,1,2600
1928_Ford_Phaeton_Deluxe,Japan,2004,1,2301
Corsair_F4U_(_Bird_Cage),Japan,2004,1,2030
1936_Harley_Davidson_El_Knucklehead,Japan,2004,1,2000
1960_BSA_Gold_Star_DBD34_1960,Japan,2004,1,1860
1930_Buick_Marquette_Phaeton,Japan,2004,1,1763
American_Airlines:_B767_300,Japan,2004,1,1659
1948_Porsche_Type_356_Roadster,Japan,2004,4,5957
1993_Mazda_RX_7,Japan,2004,4,5617
1995_Honda_Civic,Japan,2004,4,5513
1952_Alpine_Renault_1300,Japan,2004,6,7680
1958_Setra_Bus,Japan,2004,6,6683
1940_Ford_Pickup_Truck,Japan,2004,6,5453
1982_Camaro_Z28,Japan,2004,6,3645
1939_Cadillac_Limousine,Japan,2004,6,1260
1996_Peterbilt_379_Stake_Bed_with_Outrigger,Japan,2004,6,1220
1912_Ford_Model_T_Delivery_Wagon,Japan,2004,11,10780
1900s_Vintage_Bi_Plane,Japan,2004,11,6215
Corsair_F4U_(_Bird_Cage),Japan,2004,11,4365
HMS_Bounty,Japan,2004,11,3905
The_USS_Constitution_Ship,Japan,2004,11,3700
2003_Harley_Davidson_Eagle_Drag_Bike,Japan,2004,11,3003
1937_Horch_930V_Limousine,Japan,2004,11,2900
American_Airlines:_MD_11S,Japan,2004,11,2900
The_Schooner_Bluenose,Japan,2004,11,2816
P_51_D_Mustang,Japan,2004,11,2808
1996_Moto_Guzzi_1100i,Japan,2004,11,2760
1940_Ford_Delivery_Sedan,Japan,2004,11,2478
1997_BMW_R_1100_S,Japan,2004,11,2268
Boeing_X_32A_JSF,Japan,2004,11,2052
1936_Harley_Davidson_El_Knucklehead,Japan,2004,11,1860
1928_British_Royal_Navy_Airplane,Japan,2004,11,1071
1970_Triumph_Spitfire,Japan,2005,1,7008
1969_Ford_Falcon,Japan,2005,1,5950
1969_Corvair_Monza,Japan,2005,1,5880
The_Mayflower,Japan,2005,1,4488
18th_century_schooner,Japan,2005,1,3922
1903_Ford_Model_A,Japan,2005,1,3864
1904_Buick_Runabout,Japan,2005,1,3567
Collectable_Wooden_Train,Japan,2005,1,2125
1962_City_of_Detroit_Streetcar,Japan,2005,1,1416
1936_Mercedes_Benz_500k_Roadster,Japan,2005,4,555
F/A_18_Hornet_1/72,New Zealand,2003,6,2484
1917_Grand_Touring_Sedan,New Zealand,2003,7,5313
1932_Alfa_Romeo_8C2300_Spider_Sport,New Zealand,2003,7,4700
1969_Chevrolet_Camaro_Z28,New Zealand,2003,7,4459
1952_Citroen_15CV,New Zealand,2003,7,4170
1932_Model_A_Ford_J_Coupe,New Zealand,2003,7,4104
1970_Chevy_Chevelle_SS_454,New Zealand,2003,7,3825
1949_Jaguar_XK_120,New Zealand,2003,7,2912
2002_Chevy_Corvette,New Zealand,2003,7,2499
1957_Ford_Thunderbird,New Zealand,2003,7,1541
1938_Cadillac_V_16_Presidential_Limousine,New Zealand,2003,7,1419
1936_Mercedes_Benz_500k_Roadster,New Zealand,2003,7,1102
1911_Ford_Town_Car,New Zealand,2003,7,1056
1939_Chevrolet_Deluxe_Coupe,New Zealand,2003,7,638
1928_British_Royal_Navy_Airplane,New Zealand,2003,11,5875
1997_BMW_F650_ST,New Zealand,2003,11,5400
F/A_18_Hornet_1/72,New Zealand,2003,11,2691
ATA:_B757_300,New Zealand,2003,11,2650
American_Airlines:_B767_300,New Zealand,2003,11,2484
1900s_Vintage_Tri_Plane,New Zealand,2003,11,2295
P_51_D_Mustang,New Zealand,2003,11,1896
1928_Ford_Phaeton_Deluxe,New Zealand,2003,11,1728
1930_Buick_Marquette_Phaeton,New Zealand,2003,11,1462
1957_Corvette_Convertible,New Zealand,2003,12,5891
1961_Chevrolet_Impala,New Zealand,2003,12,4350
2002_Yamaha_YZR_M1,New Zealand,2003,12,3560
1982_Ducati_900_Monster,New Zealand,2003,12,3450
1974_Ducati_350_Mk3_Desmo,New Zealand,2003,12,3162
1957_Vespa_GS150,New Zealand,2003,12,1650
1982_Ducati_996_R,New Zealand,2003,12,1188
1980s_Black_Hawk_Helicopter,New Zealand,2004,3,9450
1972_Alfa_Romeo_GTA,New Zealand,2004,3,7248
1941_Chevrolet_Special_Deluxe_Cabriolet,New Zealand,2004,3,4914
1999_Yamaha_Speed_Boat,New Zealand,2004,3,3600
1900s_Vintage_Bi_Plane,New Zealand,2004,3,2728
HMS_Bounty,New Zealand,2004,3,2552
1940_Ford_Delivery_Sedan,New Zealand,2004,3,2263
Boeing_X_32A_JSF,New Zealand,2004,3,2240
1937_Horch_930V_Limousine,New Zealand,2004,3,1425
2001_Ferrari_Enzo,New Zealand,2004,6,10534
1969_Ford_Falcon,New Zealand,2004,6,7524
1917_Grand_Touring_Sedan,New Zealand,2004,6,7007
1969_Corvair_Monza,New Zealand,2004,6,5130
2002_Chevy_Corvette,New Zealand,2004,6,4949
1932_Model_A_Ford_J_Coupe,New Zealand,2004,6,4551
1903_Ford_Model_A,New Zealand,2004,6,4192
1969_Chevrolet_Camaro_Z28,New Zealand,2004,6,4074
1970_Triumph_Spitfire,New Zealand,2004,6,3565
1952_Citroen_15CV,New Zealand,2004,6,3168
1932_Alfa_Romeo_8C2300_Spider_Sport,New Zealand,2004,6,3162
1949_Jaguar_XK_120,New Zealand,2004,6,3131
The_Mayflower,New Zealand,2004,6,2838
Collectable_Wooden_Train,New Zealand,2004,6,2581
1992_Porsche_Cayenne_Turbo_Silver,New Zealand,2004,6,2369
1911_Ford_Town_Car,New Zealand,2004,6,2304
1970_Chevy_Chevelle_SS_454,New Zealand,2004,6,2210
1966_Shelby_Cobra_427_S/C,New Zealand,2004,6,1920
1957_Ford_Thunderbird,New Zealand,2004,6,1740
1950_s_Chicago_Surface_Lines_Streetcar,New Zealand,2004,6,1539
1962_City_of_Detroit_Streetcar,New Zealand,2004,6,1176
1939_Chevrolet_Deluxe_Coupe,New Zealand,2004,6,1026
1936_Mercedes_Benz_500k_Roadster,New Zealand,2004,6,860
1937_Lincoln_Berline,New Zealand,2004,7,5733
1917_Grand_Touring_Sedan,New Zealand,2004,7,5474
1928_Mercedes_Benz_SSK,New Zealand,2004,7,5320
1932_Model_A_Ford_J_Coupe,New Zealand,2004,7,5300
1917_Maxwell_Touring_Car,New Zealand,2004,7,3471
1932_Alfa_Romeo_8C2300_Spider_Sport,New Zealand,2004,7,3045
1938_Cadillac_V_16_Presidential_Limousine,New Zealand,2004,7,1840
1936_Mercedes_Benz_500K_Special_Roadster,New Zealand,2004,7,1690
1911_Ford_Town_Car,New Zealand,2004,7,1519
1939_Chevrolet_Deluxe_Coupe,New Zealand,2004,7,1287
1936_Mercedes_Benz_500k_Roadster,New Zealand,2004,7,1230
2003_Harley_Davidson_Eagle_Drag_Bike,New Zealand,2004,12,8946
2002_Suzuki_XREO,New Zealand,2004,12,6405
1903_Ford_Model_A,New Zealand,2004,12,5075
1936_Harley_Davidson_El_Knucklehead,New Zealand,2004,12,4648
1912_Ford_Model_T_Delivery_Wagon,New Zealand,2004,12,4104
The_USS_Constitution_Ship,New Zealand,2004,12,3750
18th_century_schooner,New Zealand,2004,12,3689
1969_Harley_Davidson_Ultimate_Chopper,New Zealand,2004,12,3612
P_51_D_Mustang,New Zealand,2004,12,3567
1999_Yamaha_Speed_Boat,New Zealand,2004,12,3542
1941_Chevrolet_Special_Deluxe_Cabriolet,New Zealand,2004,12,3480
1904_Buick_Runabout,New Zealand,2004,12,3440
The_Schooner_Bluenose,New Zealand,2004,12,3232
The_Queen_Mary,New Zealand,2004,12,3224
Pont_Yacht,New Zealand,2004,12,2976
1969_Dodge_Super_Bee,New Zealand,2004,12,2952
1980s_Black_Hawk_Helicopter,New Zealand,2004,12,2950
Collectable_Wooden_Train,New Zealand,2004,12,2929
1968_Ford_Mustang,New Zealand,2004,12,2883
1900s_Vintage_Bi_Plane,New Zealand,2004,12,2793
1928_British_Royal_Navy_Airplane,New Zealand,2004,12,2530
The_Mayflower,New Zealand,2004,12,2522
1940_Ford_Delivery_Sedan,New Zealand,2004,12,2442
1969_Dodge_Charger,New Zealand,2004,12,2436
1997_BMW_R_1100_S,New Zealand,2004,12,2394
1948_Porsche_356_A_Roadster,New Zealand,2004,12,2310
The_Titanic,New Zealand,2004,12,2310
1968_Dodge_Charger,New Zealand,2004,12,2117
1996_Moto_Guzzi_1100i,New Zealand,2004,12,2100
1960_BSA_Gold_Star_DBD34_1960,New Zealand,2004,12,1932
1970_Plymouth_Hemi_Cuda,New Zealand,2004,12,1173
1962_Volkswagen_Microbus,New Zealand,2005,3,5841
1980?s_GM_Manhattan_Express,New Zealand,2005,3,5510
1939_Cadillac_Limousine,New Zealand,2005,3,4840
1969_Corvair_Monza,New Zealand,2005,3,3815
1964_Mercedec_Tour_Bus,New Zealand,2005,3,3800
1940s_Ford_truck,New Zealand,2005,3,3630
1936_Chrysler_Airflow,New Zealand,2005,3,3234
1957_Chevy_Pickup,New Zealand,2005,3,3232
1982_Camaro_Z28,New Zealand,2005,3,2142
1996_Peterbilt_379_Stake_Bed_with_Outrigger,New Zealand,2005,3,1798
1998_Chrysler_Plymouth_Prowler,New Zealand,2005,3,1400
1968_Ford_Mustang,New Zealand,2005,4,13184
1928_Mercedes_Benz_SSK,New Zealand,2005,4,7728
1937_Lincoln_Berline,New Zealand,2005,4,7605
1957_Corvette_Convertible,New Zealand,2005,4,6912
1969_Dodge_Super_Bee,New Zealand,2005,4,6570
1996_Moto_Guzzi_1100i,New Zealand,2005,4,6324
1997_BMW_R_1100_S,New Zealand,2005,4,6042
1970_Plymouth_Hemi_Cuda,New Zealand,2005,4,5698
1913_Ford_Model_T_Speedster,New Zealand,2005,4,5546
1960_BSA_Gold_Star_DBD34_1960,New Zealand,2005,4,5162
2002_Suzuki_XREO,New Zealand,2005,4,4756
1968_Dodge_Charger,New Zealand,2005,4,4687
1969_Harley_Davidson_Ultimate_Chopper,New Zealand,2005,4,4560
1961_Chevrolet_Impala,New Zealand,2005,4,4512
1936_Chrysler_Airflow,New Zealand,2005,4,4350
18th_Century_Vintage_Horse_Carriage,New Zealand,2005,4,3910
1976_Ford_Gran_Torino,New Zealand,2005,4,3752
1917_Maxwell_Touring_Car,New Zealand,2005,4,3696
2003_Harley_Davidson_Eagle_Drag_Bike,New Zealand,2005,4,3498
1997_BMW_F650_ST,New Zealand,2005,4,3200
1934_Ford_V8_Coupe,New Zealand,2005,4,3074
1971_Alpine_Renault_1600s,New Zealand,2005,4,3038
1936_Mercedes_Benz_500K_Special_Roadster,New Zealand,2005,4,2552
1936_Harley_Davidson_El_Knucklehead,New Zealand,2005,4,2040
1938_Cadillac_V_16_Presidential_Limousine,New Zealand,2005,4,1395
1974_Ducati_350_Mk3_Desmo,New Zealand,2005,5,5650
1976_Ford_Gran_Torino,New Zealand,2005,5,4455
1957_Corvette_Convertible,New Zealand,2005,5,3836
1982_Ducati_900_Monster,New Zealand,2005,5,3432
2002_Yamaha_YZR_M1,New Zealand,2005,5,2880
1982_Ducati_996_R,New Zealand,2005,5,2064
1957_Vespa_GS150,New Zealand,2005,5,1749
1969_Dodge_Super_Bee,New Zealand,2005,5,1216
1961_Chevrolet_Impala,New Zealand,2005,5,870
1962_LanciaA_Delta_16V,Norway,2003,1,5418
1952_Alpine_Renault_1300,Norway,2003,1,5408
1917_Maxwell_Touring_Car,Norway,2003,1,4784
1982_Camaro_Z28,Norway,2003,1,4452
1940s_Ford_truck,Norway,2003,1,4212
1940_Ford_Pickup_Truck,Norway,2003,1,3920
1962_Volkswagen_Microbus,Norway,2003,1,3672
1996_Peterbilt_379_Stake_Bed_with_Outrigger,Norway,2003,1,3420
1958_Setra_Bus,Norway,2003,1,3402
1980?s_GM_Manhattan_Express,Norway,2003,1,3224
1936_Chrysler_Airflow,Norway,2003,1,2875
18th_Century_Vintage_Horse_Carriage,Norway,2003,1,2550
1913_Ford_Model_T_Speedster,Norway,2003,1,2241
1934_Ford_V8_Coupe,Norway,2003,1,1995
1939_Cadillac_Limousine,Norway,2003,1,1927
1926_Ford_Fire_Engine,Norway,2003,1,1188
1956_Porsche_356A_Coupe,Norway,2003,10,7700
1995_Honda_Civic,Norway,2003,10,7473
1948_Porsche_Type_356_Roadster,Norway,2003,10,6435
1993_Mazda_RX_7,Norway,2003,10,5920
1992_Ferrari_360_Spider_red,Norway,2003,10,4002
1965_Aston_Martin_DB5,Norway,2003,10,3424
1999_Indy_500_Monte_Carlo_SS,Norway,2003,10,3234
2002_Chevy_Corvette,Norway,2003,10,2112
1970_Chevy_Chevelle_SS_454,Norway,2003,10,1944
1982_Lamborghini_Diablo,Norway,2003,10,1632
1960_BSA_Gold_Star_DBD34_1960,Norway,2003,10,1474
1966_Shelby_Cobra_427_S/C,Norway,2003,10,1122
2003_Harley_Davidson_Eagle_Drag_Bike,Norway,2003,11,8730
1992_Ferrari_360_Spider_red,Norway,2003,11,6345
1948_Porsche_Type_356_Roadster,Norway,2003,11,5772
1969_Harley_Davidson_Ultimate_Chopper,Norway,2003,11,5520
1965_Aston_Martin_DB5,Norway,2003,11,5418
1993_Mazda_RX_7,Norway,2003,11,5412
1968_Ford_Mustang,Norway,2003,11,5400
1969_Dodge_Charger,Norway,2003,11,4464
1997_BMW_F650_ST,Norway,2003,11,4356
ATA:_B757_300,Norway,2003,11,3944
1999_Indy_500_Monte_Carlo_SS,Norway,2003,11,3888
1956_Porsche_356A_Coupe,Norway,2003,11,3850
1996_Moto_Guzzi_1100i,Norway,2003,11,3648
1960_BSA_Gold_Star_DBD34_1960,Norway,2003,11,3640
1976_Ford_Gran_Torino,Norway,2003,11,3388
1995_Honda_Civic,Norway,2003,11,3276
1968_Dodge_Charger,Norway,2003,11,2856
1997_BMW_R_1100_S,Norway,2003,11,2525
1969_Dodge_Super_Bee,Norway,2003,11,2490
1936_Harley_Davidson_El_Knucklehead,Norway,2003,11,2080
1966_Shelby_Cobra_427_S/C,Norway,2003,11,1836
1948_Porsche_356_A_Roadster,Norway,2003,11,1628
1970_Plymouth_Hemi_Cuda,Norway,2003,11,1620
1982_Lamborghini_Diablo,Norway,2003,11,1591
1971_Alpine_Renault_1600s,Norway,2003,11,1518
1980s_Black_Hawk_Helicopter,Norway,2004,8,5760
America_West_Airlines_B757_200,Norway,2004,8,4590
1928_Ford_Phaeton_Deluxe,Norway,2004,8,4100
1937_Horch_930V_Limousine,Norway,2004,8,2808
1928_British_Royal_Navy_Airplane,Norway,2004,8,2310
P_51_D_Mustang,Norway,2004,8,2232
1900s_Vintage_Bi_Plane,Norway,2004,8,2220
American_Airlines:_MD_11S,Norway,2004,8,2048
American_Airlines:_B767_300,Norway,2004,8,1992
F/A_18_Hornet_1/72,Norway,2004,8,1750
1930_Buick_Marquette_Phaeton,Norway,2004,8,1716
1900s_Vintage_Tri_Plane,Norway,2004,8,1491
Corsair_F4U_(_Bird_Cage),Norway,2004,8,1176
1928_Mercedes_Benz_SSK,Norway,2004,9,8256
1937_Lincoln_Berline,Norway,2004,9,4560
1938_Cadillac_V_16_Presidential_Limousine,Norway,2004,9,2160
1936_Mercedes_Benz_500K_Special_Roadster,Norway,2004,9,1344
2002_Suzuki_XREO,Norway,2004,10,4654
1969_Harley_Davidson_Ultimate_Chopper,Norway,2004,10,4387
1974_Ducati_350_Mk3_Desmo,Norway,2004,10,4250
1997_BMW_R_1100_S,Norway,2004,10,2646
2002_Yamaha_YZR_M1,Norway,2004,10,2492
1982_Ducati_900_Monster,Norway,2004,10,1344
1954_Greyhound_Scenicruiser,Norway,2004,11,8854
1962_City_of_Detroit_Streetcar,Norway,2004,11,5940
1950_s_Chicago_Surface_Lines_Streetcar,Norway,2004,11,5376
1992_Porsche_Cayenne_Turbo_Silver,Norway,2004,11,5324
Diamond_T620_Semi_Skirted_Tanker,Norway,2004,11,5206
1972_Alfa_Romeo_GTA,Norway,2004,11,3055
2001_Ferrari_Enzo,Norway,2004,11,2688
1969_Ford_Falcon,Norway,2004,11,2592
1903_Ford_Model_A,Norway,2004,11,1656
1968_Dodge_Charger,Philippines,2003,3,6120
1957_Corvette_Convertible,Philippines,2003,3,5544
1956_Porsche_356A_Coupe,Philippines,2003,3,5440
1968_Ford_Mustang,Philippines,2003,3,5280
1976_Ford_Gran_Torino,Philippines,2003,3,4060
1969_Dodge_Charger,Philippines,2003,3,3744
1974_Ducati_350_Mk3_Desmo,Philippines,2003,3,3658
1970_Plymouth_Hemi_Cuda,Philippines,2003,3,3471
1948_Porsche_356_A_Roadster,Philippines,2003,3,3116
1957_Vespa_GS150,Philippines,2003,3,2924
2002_Yamaha_YZR_M1,Philippines,2003,3,2822
1961_Chevrolet_Impala,Philippines,2003,3,2139
1982_Ducati_900_Monster,Philippines,2003,3,2065
1971_Alpine_Renault_1600s,Philippines,2003,3,1890
1969_Dodge_Super_Bee,Philippines,2003,3,1768
1982_Ducati_996_R,Philippines,2003,3,1161
1980s_Black_Hawk_Helicopter,Philippines,2003,11,7476
America_West_Airlines_B757_200,Philippines,2003,11,4788
1900s_Vintage_Bi_Plane,Philippines,2003,11,3264
Corsair_F4U_(_Bird_Cage),Philippines,2003,11,2838
American_Airlines:_MD_11S,Philippines,2003,11,2560
1937_Horch_930V_Limousine,Philippines,2003,11,1944
1957_Corvette_Convertible,Philippines,2004,11,6100
1976_Ford_Gran_Torino,Philippines,2004,11,4403
1982_Ducati_900_Monster,Philippines,2004,11,3402
1957_Vespa_GS150,Philippines,2004,11,2030
2001_Ferrari_Enzo,Singapore,2003,4,6039
1969_Ford_Falcon,Singapore,2003,4,5928
1969_Corvair_Monza,Singapore,2003,4,5891
18th_century_schooner,Singapore,2003,4,5207
The_Queen_Mary,Singapore,2003,4,3735
1903_Ford_Model_A,Singapore,2003,4,3562
The_Mayflower,Singapore,2003,4,3040
1970_Triumph_Spitfire,Singapore,2003,4,2772
1904_Buick_Runabout,Singapore,2003,4,2231
Pont_Yacht,Singapore,2003,4,2200
Collectable_Wooden_Train,Singapore,2003,4,2016
1962_City_of_Detroit_Streetcar,Singapore,2003,4,1029
1952_Alpine_Renault_1300,Singapore,2003,9,10980
1940s_Ford_truck,Singapore,2003,9,6468
1940_Ford_Pickup_Truck,Singapore,2003,9,4624
1913_Ford_Model_T_Speedster,Singapore,2003,9,4277
1958_Setra_Bus,Singapore,2003,9,4110
1962_LanciaA_Delta_16V,Singapore,2003,9,3200
1996_Peterbilt_379_Stake_Bed_with_Outrigger,Singapore,2003,9,2842
18th_Century_Vintage_Horse_Carriage,Singapore,2003,9,2808
1982_Camaro_Z28,Singapore,2003,9,2100
1934_Ford_V8_Coupe,Singapore,2003,9,1500
1939_Cadillac_Limousine,Singapore,2003,9,1290
1992_Ferrari_360_Spider_red,Singapore,2003,10,8742
2001_Ferrari_Enzo,Singapore,2003,10,8580
1957_Chevy_Pickup,Singapore,2003,10,6816
1964_Mercedec_Tour_Bus,Singapore,2003,10,5980
1969_Ford_Falcon,Singapore,2003,10,5562
Collectable_Wooden_Train,Singapore,2003,10,5350
1998_Chrysler_Plymouth_Prowler,Singapore,2003,10,5046
1969_Corvair_Monza,Singapore,2003,10,4896
1962_Volkswagen_Microbus,Singapore,2003,10,4672
Diamond_T620_Semi_Skirted_Tanker,Singapore,2003,10,4560
1970_Triumph_Spitfire,Singapore,2003,10,3332
1962_City_of_Detroit_Streetcar,Singapore,2003,10,2546
1992_Porsche_Cayenne_Turbo_Silver,Singapore,2003,10,2376
1950_s_Chicago_Surface_Lines_Streetcar,Singapore,2003,10,2332
1954_Greyhound_Scenicruiser,Singapore,2003,10,2208
1926_Ford_Fire_Engine,Singapore,2003,10,2201
1970_Dodge_Coronet,Singapore,2003,10,1725
1958_Chevy_Corvette_Limited_Edition,Singapore,2003,10,864
1962_LanciaA_Delta_16V,Singapore,2004,2,7008
1940s_Ford_truck,Singapore,2004,2,4522
1962_Volkswagen_Microbus,Singapore,2004,2,3136
1982_Camaro_Z28,Singapore,2004,2,2728
1996_Peterbilt_379_Stake_Bed_with_Outrigger,Singapore,2004,2,2418
1980?s_GM_Manhattan_Express,Singapore,2004,2,2247
1926_Ford_Fire_Engine,Singapore,2004,2,2135
1957_Chevy_Pickup,Singapore,2004,6,6532
1998_Chrysler_Plymouth_Prowler,Singapore,2004,6,5700
1962_Volkswagen_Microbus,Singapore,2004,6,5264
1940s_Ford_truck,Singapore,2004,6,4674
1962_LanciaA_Delta_16V,Singapore,2004,6,4030
1980?s_GM_Manhattan_Express,Singapore,2004,6,3915
1992_Ferrari_360_Spider_red,Singapore,2004,6,3645
1964_Mercedec_Tour_Bus,Singapore,2004,6,3366
Diamond_T620_Semi_Skirted_Tanker,Singapore,2004,6,3045
1954_Greyhound_Scenicruiser,Singapore,2004,6,1760
1926_Ford_Fire_Engine,Singapore,2004,6,1470
1970_Dodge_Coronet,Singapore,2004,6,1316
1958_Chevy_Corvette_Limited_Edition,Singapore,2004,6,1023
1969_Dodge_Charger,Singapore,2004,8,3136
1952_Citroen_15CV,Singapore,2004,9,6528
1917_Grand_Touring_Sedan,Singapore,2004,9,5888
2002_Chevy_Corvette,Singapore,2004,9,4879
1932_Model_A_Ford_J_Coupe,Singapore,2004,9,3813
1965_Aston_Martin_DB5,Singapore,2004,9,2940
1949_Jaguar_XK_120,Singapore,2004,9,2835
1932_Alfa_Romeo_8C2300_Spider_Sport,Singapore,2004,9,2835
1966_Shelby_Cobra_427_S/C,Singapore,2004,9,2600
1970_Chevy_Chevelle_SS_454,Singapore,2004,9,2376
1969_Chevrolet_Camaro_Z28,Singapore,2004,9,2312
1911_Ford_Town_Car,Singapore,2004,9,1736
1957_Ford_Thunderbird,Singapore,2004,9,1679
1936_Mercedes_Benz_500k_Roadster,Singapore,2004,9,1353
1939_Chevrolet_Deluxe_Coupe,Singapore,2004,9,1102
1997_BMW_F650_ST,Singapore,2005,3,4180
1939_Chevrolet_Deluxe_Coupe,Singapore,2005,4,1830
1932_Model_A_Ford_J_Coupe,Singapore,2005,4,786
1969_Corvair_Monza,Spain,2003,1,5950
1970_Triumph_Spitfire,Spain,2003,1,5358
1957_Chevy_Pickup,Spain,2003,1,4633
1992_Ferrari_360_Spider_red,Spain,2003,1,4554
1964_Mercedec_Tour_Bus,Spain,2003,1,3770
Diamond_T620_Semi_Skirted_Tanker,Spain,2003,1,3696
1998_Chrysler_Plymouth_Prowler,Spain,2003,1,3456
1950_s_Chicago_Surface_Lines_Streetcar,Spain,2003,1,3234
1992_Porsche_Cayenne_Turbo_Silver,Spain,2003,1,2912
1970_Dodge_Coronet,Spain,2003,1,1925
1958_Chevy_Corvette_Limited_Edition,Spain,2003,1,1760
1962_City_of_Detroit_Streetcar,Spain,2003,1,1696
1954_Greyhound_Scenicruiser,Spain,2003,1,1680
The_Titanic,Spain,2003,4,4212
1952_Alpine_Renault_1300,Spain,2003,5,7334
1940s_Ford_truck,Spain,2003,5,7100
1982_Camaro_Z28,Spain,2003,5,4590
1980?s_GM_Manhattan_Express,Spain,2003,5,4128
1940_Ford_Pickup_Truck,Spain,2003,5,3838
1936_Chrysler_Airflow,Spain,2003,5,3570
1962_Volkswagen_Microbus,Spain,2003,5,3429
1934_Ford_V8_Coupe,Spain,2003,5,3404
1962_LanciaA_Delta_16V,Spain,2003,5,3344
1917_Maxwell_Touring_Car,Spain,2003,5,3116
18th_Century_Vintage_Horse_Carriage,Spain,2003,5,2910
1926_Ford_Fire_Engine,Spain,2003,5,2795
1913_Ford_Model_T_Speedster,Spain,2003,5,2790
1958_Setra_Bus,Spain,2003,5,2436
1939_Cadillac_Limousine,Spain,2003,5,2322
1936_Mercedes_Benz_500K_Special_Roadster,Spain,2003,5,2310
1996_Peterbilt_379_Stake_Bed_with_Outrigger,Spain,2003,5,1638
1903_Ford_Model_A,Spain,2003,6,5535
Collectable_Wooden_Train,Spain,2003,6,4838
1904_Buick_Runabout,Spain,2003,6,3956
1928_British_Royal_Navy_Airplane,Spain,2003,6,3854
1900s_Vintage_Tri_Plane,Spain,2003,6,3588
P_51_D_Mustang,Spain,2003,6,3381
The_Mayflower,Spain,2003,6,3104
1928_Ford_Phaeton_Deluxe,Spain,2003,6,2793
ATA:_B757_300,Spain,2003,6,2700
1997_BMW_F650_ST,Spain,2003,6,2645
American_Airlines:_B767_300,Spain,2003,6,1872
1930_Buick_Marquette_Phaeton,Spain,2003,6,1350
1969_Ford_Falcon,Spain,2003,9,7056
18th_century_schooner,Spain,2003,9,5440
1969_Corvair_Monza,Spain,2003,9,5376
2001_Ferrari_Enzo,Spain,2003,9,4900
The_Titanic,Spain,2003,9,4400
1903_Ford_Model_A,Spain,2003,9,3627
Pont_Yacht,Spain,2003,9,3000
The_Schooner_Bluenose,Spain,2003,9,2795
The_Mayflower,Spain,2003,9,2697
Collectable_Wooden_Train,Spain,2003,9,2581
The_Queen_Mary,Spain,2003,9,2200
1904_Buick_Runabout,Spain,2003,9,1826
1962_City_of_Detroit_Streetcar,Spain,2003,9,1767
American_Airlines:_B767_300,Spain,2003,10,4944
1930_Buick_Marquette_Phaeton,Spain,2003,10,820
18th_century_schooner,Spain,2003,11,10651
1904_Buick_Runabout,Spain,2003,11,7725
1998_Chrysler_Plymouth_Prowler,Spain,2003,11,7360
1912_Ford_Model_T_Delivery_Wagon,Spain,2003,11,7186
The_Titanic,Spain,2003,11,6532
The_USS_Constitution_Ship,Spain,2003,11,6414
1964_Mercedec_Tour_Bus,Spain,2003,11,5980
1992_Porsche_Cayenne_Turbo_Silver,Spain,2003,11,5782
The_Queen_Mary,Spain,2003,11,5775
1972_Alfa_Romeo_GTA,Spain,2003,11,5310
Diamond_T620_Semi_Skirted_Tanker,Spain,2003,11,4950
1980?s_GM_Manhattan_Express,Spain,2003,11,4600
1957_Chevy_Pickup,Spain,2003,11,4514
1992_Ferrari_360_Spider_red,Spain,2003,11,4396
Pont_Yacht,Spain,2003,11,4100
1999_Yamaha_Speed_Boat,Spain,2003,11,4048
1903_Ford_Model_A,Spain,2003,11,3680
1974_Ducati_350_Mk3_Desmo,Spain,2003,11,3612
1962_Volkswagen_Microbus,Spain,2003,11,3504
The_Schooner_Bluenose,Spain,2003,11,3319
1982_Ducati_900_Monster,Spain,2003,11,3192
Collectable_Wooden_Train,Spain,2003,11,3074
The_Mayflower,Spain,2003,11,2728
2002_Yamaha_YZR_M1,Spain,2003,11,2680
1926_Ford_Fire_Engine,Spain,2003,11,2640
1941_Chevrolet_Special_Deluxe_Cabriolet,Spain,2003,11,2530
1950_s_Chicago_Surface_Lines_Streetcar,Spain,2003,11,2448
HMS_Bounty,Spain,2003,11,2184
1954_Greyhound_Scenicruiser,Spain,2003,11,2079
1940_Ford_Delivery_Sedan,Spain,2003,11,1892
